latitude,longitude,bright_ti4,scan,track,acq_date,acq_time,satellite,instrument,confidence,version,bright_ti5,frp,daynight,type
11.53042,77.198,338.67,0.46,0.47,2023-01-01,745,N,VIIRS,n,2,299.78,2.97,D,0
12.09422,76.53743,338.62,0.5,0.49,2023-01-01,745,N,VIIRS,n,2,300.68,3.51,D,0
9.35933,77.92355,341.93,0.45,0.47,2023-01-01,745,N,VIIRS,n,2,304.72,3.12,D,0
9.83648,77.89829,332.28,0.44,0.46,2023-01-01,745,N,VIIRS,n,2,301.62,2.12,D,0
10.12674,78.57627,334.13,0.4,0.44,2023-01-01,745,N,VIIRS,n,2,301.73,3.63,D,0
9.62773,78.62904,336.31,0.4,0.44,2023-01-01,745,N,VIIRS,n,2,303.56,3.08,D,0
10.88867,78.23662,335.12,0.4,0.45,2023-01-01,745,N,VIIRS,n,2,303.19,2.12,D,0
11.10771,78.12911,330.1,0.41,0.45,2023-01-01,745,N,VIIRS,n,2,300.1,1.32,D,0
11.14606,77.66707,332.85,0.44,0.46,2023-01-01,745,N,VIIRS,n,2,300.15,2.51,D,0
14.73304,75.8788,332.91,0.49,0.49,2023-01-01,746,N,VIIRS,n,2,302.85,3.61,D,0
14.92682,76.91914,330.07,0.42,0.45,2023-01-01,746,N,VIIRS,n,2,302.67,2.41,D,0
15.00642,77.00011,340.5,0.42,0.45,2023-01-01,746,N,VIIRS,n,2,305.79,4.67,D,0
15.05152,77.06271,333.65,0.41,0.45,2023-01-01,746,N,VIIRS,n,2,300.64,1.96,D,0
16.08267,80.52696,335.5,0.41,0.37,2023-01-01,746,N,VIIRS,n,2,300.66,3.49,D,0
15.86439,79.24704,332.03,0.46,0.39,2023-01-01,746,N,VIIRS,n,2,303.61,2.38,D,0
15.77097,79.62433,343.26,0.44,0.39,2023-01-01,746,N,VIIRS,n,2,300.5,7.51,D,0
15.96336,80.87273,336.99,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,298.83,2.84,D,0
14.93471,75.11436,342.65,0.55,0.51,2023-01-01,746,N,VIIRS,n,2,304.32,12.61,D,0
15.17488,76.68064,331.55,0.43,0.46,2023-01-01,746,N,VIIRS,l,2,303.21,2.4,D,2
14.84571,75.30712,336.79,0.54,0.51,2023-01-01,746,N,VIIRS,n,2,300.41,2.85,D,0
14.94167,75.9866,341.82,0.48,0.48,2023-01-01,746,N,VIIRS,n,2,304.04,5.24,D,0
14.79856,75.31131,340.68,0.54,0.51,2023-01-01,746,N,VIIRS,n,2,300.03,6.13,D,0
16.10756,80.65891,332.57,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,299.01,2.1,D,0
15.96055,79.74284,334.97,0.44,0.38,2023-01-01,746,N,VIIRS,n,2,300.67,4.41,D,0
16.15551,80.69712,336.97,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,297.87,4.29,D,0
16.14886,80.65569,334.86,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,300.61,5.22,D,0
16.15226,80.65512,342.18,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,300.6,5.22,D,0
15.63328,76.79371,330.12,0.42,0.45,2023-01-01,746,N,VIIRS,n,2,303.23,1.49,D,0
16.30799,80.7131,341.99,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,300.8,4.84,D,0
16.30879,80.67435,341.46,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,300.59,4.09,D,0
16.2919,80.50239,343.73,0.41,0.37,2023-01-01,746,N,VIIRS,n,2,303.76,6.71,D,0
16.2913,80.49858,335.68,0.41,0.37,2023-01-01,746,N,VIIRS,n,2,299.21,6.71,D,0
16.29219,80.5023,341.94,0.41,0.37,2023-01-01,746,N,VIIRS,n,2,302.26,10.45,D,0
16.31713,80.59147,331.64,0.41,0.37,2023-01-01,746,N,VIIRS,n,2,300.57,2.05,D,0
16.39079,80.59433,334.17,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,299.52,6.44,D,0
16.42462,80.78528,332.93,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,302.74,1.21,D,0
16.39418,80.59375,348.72,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,302.31,6.44,D,0
16.54269,80.7385,331.66,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,299.74,1.85,D,0
15.771,76.02318,332.03,0.46,0.47,2023-01-01,746,N,VIIRS,l,2,306.61,2.68,D,0
16.07581,77.03109,337.08,0.4,0.44,2023-01-01,746,N,VIIRS,n,2,304.05,3.72,D,0
16.0859,77.04068,336.79,0.4,0.44,2023-01-01,746,N,VIIRS,n,2,303.09,4.11,D,0
16.11224,77.02423,341.12,0.4,0.44,2023-01-01,746,N,VIIRS,n,2,302.2,5.33,D,0
16.09471,76.85367,335.26,0.41,0.45,2023-01-01,746,N,VIIRS,n,2,306.63,1.64,D,0
16.25038,77.42361,330.55,0.56,0.43,2023-01-01,746,N,VIIRS,n,2,304.08,2.66,D,0
16.0344,76.08281,338.65,0.46,0.47,2023-01-01,746,N,VIIRS,n,2,305.54,2.64,D,0
16.0387,76.08195,341.01,0.46,0.47,2023-01-01,746,N,VIIRS,n,2,305.22,4.24,D,0
16.87981,80.81443,336.93,0.4,0.37,2023-01-01,746,N,VIIRS,n,2,297.94,3.09,D,0
13.18338,80.21506,332.22,0.44,0.39,2023-01-01,746,N,VIIRS,n,2,299.7,2.55,D,0
13.1299,79.38854,331.02,0.49,0.4,2023-01-01,746,N,VIIRS,n,2,300.77,2.78,D,0
13.1336,79.38793,334.0,0.49,0.4,2023-01-01,746,N,VIIRS,n,2,300.78,2.78,D,0
12.82393,76.68015,331.12,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,297.88,3.61,D,0
12.8283,76.67925,331.65,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,297.85,3.61,D,0
12.8242,76.6823,332.97,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,298.44,2.57,D,0
12.82857,76.68143,332.8,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,298.35,2.57,D,0
13.3071,79.37962,335.1,0.48,0.4,2023-01-01,746,N,VIIRS,n,2,300.63,2.93,D,0
13.85053,78.15358,331.91,0.55,0.43,2023-01-01,746,N,VIIRS,n,2,302.15,4.21,D,0
13.86901,76.39803,341.83,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,303.09,6.76,D,0
13.99376,76.7169,330.09,0.45,0.47,2023-01-01,746,N,VIIRS,l,2,300.6,1.97,D,0
14.26868,77.1937,350.58,0.42,0.45,2023-01-01,746,N,VIIRS,n,2,304.61,5.5,D,0
14.36915,77.17451,340.84,0.42,0.45,2023-01-01,746,N,VIIRS,n,2,302.43,3.9,D,0
15.31038,78.52397,330.91,0.5,0.41,2023-01-01,746,N,VIIRS,n,2,301.69,2.51,D,0
14.08646,75.61744,341.38,0.53,0.5,2023-01-01,746,N,VIIRS,n,2,300.21,6.59,D,0
14.07466,75.55376,341.72,0.53,0.5,2023-01-01,746,N,VIIRS,n,2,304.07,7.78,D,0
14.32094,76.32677,344.37,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,304.77,6.66,D,0
14.17853,75.50151,337.06,0.53,0.5,2023-01-01,746,N,VIIRS,n,2,303.17,6.74,D,0
14.34588,76.33987,331.07,0.47,0.48,2023-01-01,746,N,VIIRS,n,2,305.94,2.23,D,0
14.84608,77.06612,338.52,0.41,0.45,2023-01-01,746,N,VIIRS,n,2,303.87,4.48,D,0
14.96336,77.64886,348.32,0.57,0.43,2023-01-01,746,N,VIIRS,n,2,305.24,12.96,D,0
14.63458,75.67146,340.81,0.51,0.49,2023-01-01,746,N,VIIRS,n,2,303.7,5.51,D,0
14.62474,75.4392,331.89,0.53,0.5,2023-01-01,746,N,VIIRS,n,2,303.8,4.67,D,0
17.77147,74.7765,331.76,0.51,0.5,2023-01-01,747,N,VIIRS,l,2,305.81,4.31,D,0
18.09639,76.34029,340.96,0.41,0.45,2023-01-01,747,N,VIIRS,n,2,304.09,2.98,D,0
18.70608,79.77374,346.59,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.44,8.32,D,0
19.10382,82.16596,334.24,0.39,0.36,2023-01-01,747,N,VIIRS,n,2,301.61,1.91,D,0
17.98781,75.52283,332.24,0.46,0.47,2023-01-01,747,N,VIIRS,n,2,303.46,0.79,D,0
18.74173,79.64701,336.21,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.32,3.26,D,0
18.72385,79.53701,336.17,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,305.53,4.3,D,2
18.73697,79.53056,343.98,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,305.64,8.32,D,0
18.28535,76.85867,345.35,0.56,0.43,2023-01-01,747,N,VIIRS,n,2,306.75,11.55,D,0
18.73598,79.53104,337.87,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,305.39,4.51,D,0
18.73941,79.53042,338.73,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,302.5,4.51,D,0
18.28765,76.85578,343.97,0.56,0.43,2023-01-01,747,N,VIIRS,n,2,306.0,16.36,D,0
18.19049,76.21429,340.57,0.41,0.45,2023-01-01,747,N,VIIRS,n,2,304.88,7.91,D,0
18.08368,75.54855,340.85,0.45,0.47,2023-01-01,747,N,VIIRS,n,2,304.19,3.53,D,0
17.86545,74.38254,330.06,0.54,0.51,2023-01-01,747,N,VIIRS,n,2,302.72,1.66,D,0
18.03021,75.14481,335.44,0.48,0.48,2023-01-01,747,N,VIIRS,n,2,302.88,2.8,D,0
18.72736,78.9847,332.44,0.44,0.38,2023-01-01,747,N,VIIRS,n,2,300.59,4.28,D,0
18.22178,75.8243,333.34,0.43,0.46,2023-01-01,747,N,VIIRS,n,2,303.13,2.17,D,0
19.27371,81.85645,332.22,0.38,0.36,2023-01-01,747,N,VIIRS,n,2,299.15,2.83,D,0
18.85003,79.09338,341.27,0.43,0.38,2023-01-01,747,N,VIIRS,n,2,302.01,3.5,D,0
19.50025,83.2083,334.33,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,301.45,5.04,D,0
18.96326,79.48627,335.37,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,303.12,1.94,D,0
18.45131,76.33621,340.38,0.4,0.44,2023-01-01,747,N,VIIRS,n,2,303.55,3.68,D,0
19.516,82.78381,335.49,0.39,0.37,2023-01-01,747,N,VIIRS,n,2,303.36,2.91,D,0
18.96787,79.2351,331.43,0.43,0.38,2023-01-01,747,N,VIIRS,n,2,300.98,2.02,D,0
18.20588,74.87724,338.04,0.5,0.49,2023-01-01,747,N,VIIRS,n,2,302.47,2.78,D,0
19.04058,79.4397,337.09,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,303.49,3.17,D,0
19.03929,79.43179,341.99,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,302.91,2.55,D,0
19.56183,82.79179,330.25,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,301.32,1.61,D,0
18.81951,78.05041,334.02,0.48,0.4,2023-01-01,747,N,VIIRS,n,2,303.56,2.31,D,0
19.42906,81.58743,331.13,0.38,0.36,2023-01-01,747,N,VIIRS,n,2,297.46,1.98,D,0
19.58584,82.52353,347.02,0.39,0.36,2023-01-01,747,N,VIIRS,n,2,306.59,8.43,D,0
18.39883,75.42165,346.96,0.46,0.47,2023-01-01,747,N,VIIRS,n,2,304.61,12.68,D,0
19.82194,83.66142,329.89,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,297.34,2.13,D,0
18.64675,76.21526,339.32,0.4,0.45,2023-01-01,747,N,VIIRS,n,2,303.11,3.28,D,0
18.08805,73.10101,367.0,0.32,0.55,2023-01-01,747,N,VIIRS,h,2,304.81,10.84,D,0
18.57682,75.30582,339.26,0.46,0.47,2023-01-01,747,N,VIIRS,n,2,302.53,2.71,D,0
18.23941,73.26544,335.17,0.63,0.54,2023-01-01,747,N,VIIRS,n,2,303.71,3.58,D,0
19.0664,77.57736,333.11,0.5,0.41,2023-01-01,747,N,VIIRS,n,2,304.35,5.8,D,0
18.93557,76.6958,337.95,0.56,0.43,2023-01-01,747,N,VIIRS,n,2,303.66,4.86,D,0
18.30077,73.33652,330.91,0.62,0.54,2023-01-01,747,N,VIIRS,n,2,302.68,4.8,D,0
18.34136,73.33414,331.0,0.62,0.54,2023-01-01,747,N,VIIRS,n,2,300.76,2.6,D,0
18.36713,73.15517,331.21,0.64,0.54,2023-01-01,747,N,VIIRS,l,2,301.45,3.28,D,0
18.7122,74.11808,341.99,0.54,0.51,2023-01-01,747,N,VIIRS,n,2,305.03,10.82,D,0
19.31421,77.31043,333.95,0.51,0.41,2023-01-01,747,N,VIIRS,n,2,304.09,4.19,D,0
16.76851,76.30264,347.3,0.43,0.46,2023-01-01,747,N,VIIRS,n,2,307.31,7.75,D,0
19.12835,75.9971,341.36,0.41,0.45,2023-01-01,747,N,VIIRS,n,2,302.74,5.04,D,0
19.22595,76.41279,340.65,0.39,0.44,2023-01-01,747,N,VIIRS,n,2,303.51,1.93,D,0
19.49805,77.45289,335.68,0.5,0.41,2023-01-01,747,N,VIIRS,n,2,302.46,4.37,D,0
19.2463,76.06851,339.64,0.4,0.44,2023-01-01,747,N,VIIRS,n,2,303.71,2.91,D,0
18.97082,74.5527,338.11,0.5,0.49,2023-01-01,747,N,VIIRS,n,2,304.04,5.26,D,0
20.53065,83.64633,336.63,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,299.92,3.27,D,0
18.75918,73.17802,336.17,0.62,0.54,2023-01-01,747,N,VIIRS,n,2,301.16,4.53,D,0
19.68942,78.01094,337.39,0.47,0.4,2023-01-01,747,N,VIIRS,n,2,301.34,5.08,D,0
19.30636,75.85593,337.55,0.41,0.45,2023-01-01,747,N,VIIRS,n,2,303.32,3.1,D,0
20.79491,85.2524,335.72,0.5,0.41,2023-01-01,747,N,VIIRS,n,2,299.09,5.59,D,2
20.33128,81.87589,331.35,0.39,0.36,2023-01-01,747,N,VIIRS,n,2,301.82,1.94,D,0
19.37604,76.09314,341.26,0.4,0.44,2023-01-01,747,N,VIIRS,n,2,304.83,4.85,D,0
19.37534,76.08939,334.14,0.4,0.44,2023-01-01,747,N,VIIRS,n,2,303.26,4.13,D,0
19.32149,75.79972,340.12,0.42,0.45,2023-01-01,747,N,VIIRS,n,2,302.85,4.75,D,0
20.61556,83.71238,332.66,0.43,0.38,2023-01-01,747,N,VIIRS,n,2,301.24,2.24,D,0
18.84696,73.25642,342.09,0.61,0.54,2023-01-01,747,N,VIIRS,n,2,302.5,5.35,D,0
19.96414,79.33505,330.84,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.55,2.57,D,2
20.95073,86.04753,334.91,0.55,0.43,2023-01-01,747,N,VIIRS,n,2,300.89,6.17,D,2
19.42854,76.03531,333.95,0.4,0.44,2023-01-01,747,N,VIIRS,n,2,303.96,1.91,D,0
19.48092,76.25108,340.91,0.39,0.44,2023-01-01,747,N,VIIRS,n,2,303.34,6.34,D,0
19.51974,76.39367,334.41,0.57,0.43,2023-01-01,747,N,VIIRS,n,2,303.13,6.86,D,0
19.30909,75.27323,330.84,0.45,0.47,2023-01-01,747,N,VIIRS,n,2,305.02,2.63,D,0
19.41384,75.59543,332.73,0.43,0.46,2023-01-01,747,N,VIIRS,n,2,304.32,2.77,D,0
18.97937,73.32303,330.61,0.6,0.53,2023-01-01,747,N,VIIRS,n,2,299.94,2.06,D,0
20.9654,85.1767,333.07,0.5,0.41,2023-01-01,747,N,VIIRS,n,2,296.73,6.02,D,2
20.96477,85.17193,335.46,0.5,0.41,2023-01-01,747,N,VIIRS,n,2,298.11,6.94,D,2
15.6946,73.79147,335.96,0.32,0.55,2023-01-01,747,N,VIIRS,n,2,301.52,3.33,D,0
15.99333,75.02093,342.0,0.53,0.5,2023-01-01,747,N,VIIRS,n,2,305.05,10.09,D,0
15.99238,75.02352,342.25,0.53,0.5,2023-01-01,747,N,VIIRS,n,2,304.91,7.16,D,0
16.96232,80.47303,336.22,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,300.14,2.77,D,0
16.67154,78.57329,331.54,0.48,0.4,2023-01-01,747,N,VIIRS,n,2,298.76,2.12,D,0
16.98237,80.16331,330.42,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.7,2.6,D,0
17.09735,80.84201,332.12,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,302.3,1.66,D,0
17.1374,80.86898,333.24,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,302.05,2.41,D,0
16.47769,76.87702,334.37,0.4,0.44,2023-01-01,747,N,VIIRS,n,2,304.48,2.27,D,0
17.10817,80.44754,332.68,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,301.42,2.25,D,0
16.36652,76.02547,330.64,0.45,0.47,2023-01-01,747,N,VIIRS,n,2,304.92,0.43,D,0
17.19285,80.71834,347.24,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,303.75,10.68,D,0
17.1943,80.71791,345.83,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,300.72,5.21,D,0
17.28167,81.11608,331.01,0.39,0.36,2023-01-01,747,N,VIIRS,n,2,302.19,2.06,D,0
17.60799,83.20244,334.62,0.39,0.37,2023-01-01,747,N,VIIRS,n,2,298.21,2.8,D,2
17.25343,80.61182,334.29,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,301.06,3.56,D,0
17.25809,80.44477,333.79,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,301.13,2.72,D,0
17.2584,80.44449,334.73,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,300.95,2.9,D,0
17.17006,79.71178,334.61,0.43,0.38,2023-01-01,747,N,VIIRS,n,2,301.02,2.5,D,0
16.89654,78.03663,330.96,0.51,0.41,2023-01-01,747,N,VIIRS,n,2,300.24,3.91,D,0
17.39565,80.65223,339.61,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,300.16,3.82,D,0
19.27524,77.02078,331.38,0.53,0.42,2023-01-01,747,N,VIIRS,n,2,303.0,2.3,D,0
16.76842,76.30283,344.24,0.43,0.46,2023-01-01,747,N,VIIRS,n,2,307.53,5.62,D,0
17.36983,79.69386,339.22,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,302.4,3.39,D,0
17.56606,80.73002,334.01,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,299.33,2.87,D,0
17.08494,77.82738,333.74,0.52,0.41,2023-01-01,747,N,VIIRS,n,2,298.34,3.45,D,0
16.34194,73.72546,353.82,0.32,0.54,2023-01-01,747,N,VIIRS,n,2,303.95,7.7,D,0
17.99298,82.99632,331.83,0.39,0.36,2023-01-01,747,N,VIIRS,n,2,298.01,1.44,D,0
17.00713,76.56765,337.84,0.41,0.45,2023-01-01,747,N,VIIRS,n,2,303.7,3.49,D,0
16.78314,75.24055,333.11,0.5,0.49,2023-01-01,747,N,VIIRS,n,2,304.27,2.78,D,0
17.58416,79.81857,330.32,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,301.62,1.92,D,0
16.66949,74.57933,332.5,0.55,0.51,2023-01-01,747,N,VIIRS,n,2,302.17,4.59,D,0
17.94906,82.10653,353.86,0.38,0.36,2023-01-01,747,N,VIIRS,n,2,303.69,8.44,D,0
17.9518,82.10557,343.71,0.38,0.36,2023-01-01,747,N,VIIRS,n,2,296.97,5.38,D,0
17.95126,82.10195,331.39,0.38,0.36,2023-01-01,747,N,VIIRS,n,2,299.08,5.38,D,0
17.05054,76.67679,330.84,0.4,0.44,2023-01-01,747,N,VIIRS,l,2,304.03,2.09,D,0
16.78442,75.24192,332.96,0.5,0.49,2023-01-01,747,N,VIIRS,n,2,304.65,4.08,D,0
17.63261,79.95065,337.66,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.99,6.71,D,0
16.66965,74.57653,333.32,0.55,0.51,2023-01-01,747,N,VIIRS,n,2,301.81,4.0,D,0
17.3885,78.41428,331.87,0.48,0.4,2023-01-01,747,N,VIIRS,n,2,301.34,2.3,D,0
18.02498,82.18608,332.59,0.38,0.36,2023-01-01,747,N,VIIRS,n,2,298.85,5.04,D,0
18.02444,82.18246,330.96,0.38,0.36,2023-01-01,747,N,VIIRS,n,2,303.04,2.94,D,0
18.02775,82.18192,334.92,0.38,0.36,2023-01-01,747,N,VIIRS,n,2,298.35,2.94,D,0
16.96221,75.79848,342.51,0.46,0.47,2023-01-01,747,N,VIIRS,n,2,305.02,4.87,D,0
17.68962,79.97646,334.41,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,300.45,2.41,D,0
16.5545,73.62659,344.11,0.32,0.55,2023-01-01,747,N,VIIRS,n,2,300.78,3.52,D,0
16.54402,73.46572,333.21,0.33,0.55,2023-01-01,747,N,VIIRS,n,2,301.3,2.21,D,0
17.72509,79.89519,338.98,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.97,4.3,D,0
16.54205,73.46602,334.79,0.33,0.55,2023-01-01,747,N,VIIRS,n,2,301.34,2.7,D,0
17.7562,79.97752,330.8,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,300.81,1.59,D,0
17.85323,80.46954,331.14,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,302.44,2.28,D,0
17.76624,79.71457,332.25,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,301.42,1.2,D,0
17.74944,79.47613,335.49,0.43,0.38,2023-01-01,747,N,VIIRS,n,2,301.85,3.68,D,0
17.8498,79.95303,334.62,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.44,4.27,D,0
17.87094,79.9533,332.56,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,300.66,3.28,D,0
17.91178,80.09675,332.38,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,297.29,1.62,D,0
17.87125,79.76074,343.81,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,302.95,5.23,D,0
17.86273,79.59975,330.82,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,301.0,1.42,D,0
17.79366,79.17939,334.05,0.44,0.38,2023-01-01,747,N,VIIRS,n,2,299.59,2.9,D,0
17.9402,79.9689,334.51,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.42,2.77,D,0
17.94004,79.96905,336.52,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.52,3.63,D,0
18.23785,81.8279,338.34,0.38,0.36,2023-01-01,747,N,VIIRS,n,2,303.91,2.65,D,0
17.94028,79.94911,331.73,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.31,2.79,D,0
17.08245,74.9279,349.75,0.52,0.5,2023-01-01,747,N,VIIRS,n,2,302.97,8.26,D,0
18.06826,79.79028,332.74,0.42,0.37,2023-01-01,747,N,VIIRS,n,2,300.08,3.76,D,0
18.06762,79.78637,333.3,0.42,0.37,2023-01-01,747,N,VIIRS,n,2,300.19,3.76,D,0
18.1887,80.5141,333.06,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,299.9,3.34,D,0
18.64713,83.37965,338.42,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,300.85,2.76,D,0
18.65052,83.37912,332.41,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,299.82,2.76,D,0
18.1276,79.68304,334.09,0.42,0.38,2023-01-01,747,N,VIIRS,n,2,301.68,1.38,D,0
18.76643,83.52959,342.5,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.5,5.05,D,0
18.31689,80.44149,331.68,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,300.17,1.73,D,0
18.32519,80.42848,339.08,0.4,0.37,2023-01-01,747,N,VIIRS,n,2,300.33,2.98,D,0
18.32459,80.42474,330.06,0.4,0.37,2023-01-01,747,N,VIIRS,l,2,301.1,2.98,D,0
18.26225,79.94743,332.28,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,300.04,4.32,D,0
18.26137,79.94419,333.26,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,300.87,4.71,D,0
18.28218,79.96425,332.01,0.41,0.37,2023-01-01,747,N,VIIRS,l,2,302.89,2.69,D,0
18.29291,79.92268,336.53,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.72,5.75,D,0
18.30313,79.92085,334.6,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.9,5.96,D,0
17.64376,76.10498,349.35,0.43,0.46,2023-01-01,747,N,VIIRS,n,2,308.17,6.04,D,0
17.62939,75.95654,332.39,0.44,0.46,2023-01-01,747,N,VIIRS,n,2,302.27,3.41,D,0
17.78721,76.68428,341.56,0.39,0.44,2023-01-01,747,N,VIIRS,n,2,307.79,2.91,D,0
17.79122,76.68348,337.37,0.39,0.44,2023-01-01,747,N,VIIRS,n,2,305.28,3.81,D,0
18.34244,79.882,332.69,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,301.02,2.2,D,0
17.69375,75.42519,340.89,0.47,0.48,2023-01-01,747,N,VIIRS,n,2,303.0,8.03,D,0
17.69295,75.42162,340.42,0.47,0.48,2023-01-01,747,N,VIIRS,n,2,302.46,8.66,D,0
17.64586,75.0324,340.92,0.5,0.49,2023-01-01,747,N,VIIRS,n,2,303.07,5.79,D,0
17.65033,75.03149,340.98,0.5,0.49,2023-01-01,747,N,VIIRS,n,2,303.32,7.39,D,0
17.77098,74.77357,339.79,0.51,0.5,2023-01-01,747,N,VIIRS,n,2,305.11,4.79,D,0
18.07468,76.37538,333.69,0.4,0.45,2023-01-01,747,N,VIIRS,n,2,302.5,5.08,D,0
18.66537,79.80035,338.42,0.41,0.37,2023-01-01,747,N,VIIRS,n,2,299.44,3.82,D,0
21.85528,82.28541,334.57,0.4,0.37,2023-01-01,748,N,VIIRS,n,2,300.93,5.89,D,0
21.93505,82.81631,333.95,0.41,0.37,2023-01-01,748,N,VIIRS,n,2,301.47,4.08,D,0
21.90211,82.53771,334.89,0.4,0.37,2023-01-01,748,N,VIIRS,n,2,302.74,2.09,D,0
21.29442,78.60944,346.98,0.43,0.38,2023-01-01,748,N,VIIRS,n,2,302.79,3.01,D,0
21.90549,82.53716,335.32,0.4,0.37,2023-01-01,748,N,VIIRS,n,2,300.65,2.09,D,0
21.896,82.4714,332.51,0.4,0.37,2023-01-01,748,N,VIIRS,n,2,300.09,1.58,D,0
21.89718,82.47501,332.82,0.4,0.37,2023-01-01,748,N,VIIRS,n,2,301.33,4.16,D,0
21.89663,82.47114,332.31,0.4,0.37,2023-01-01,748,N,VIIRS,n,2,300.79,3.08,D,0
21.29628,78.61374,337.5,0.43,0.38,2023-01-01,748,N,VIIRS,n,2,303.09,1.93,D,0
21.29558,78.6096,339.93,0.43,0.38,2023-01-01,748,N,VIIRS,n,2,302.31,2.14,D,0
21.89946,82.46671,333.68,0.4,0.37,2023-01-01,748,N,VIIRS,n,2,301.5,3.08,D,0
21.99267,83.08413,336.17,0.42,0.37,2023-01-01,748,N,VIIRS,n,2,299.65,3.19,D,0
22.00066,83.09108,332.88,0.42,0.37,2023-01-01,748,N,VIIRS,n,2,301.34,3.44,D,0
22.00011,83.08706,331.28,0.42,0.37,2023-01-01,748,N,VIIRS,n,2,300.03,3.44,D,0
21.94044,82.6588,338.29,0.4,0.37,2023-01-01,748,N,VIIRS,n,2,302.58,2.17,D,0
21.94282,82.62643,348.74,0.4,0.37,2023-01-01,748,N,VIIRS,n,2,301.85,4.48,D,0
21.92136,82.47498,338.61,0.4,0.37,2023-01-01,748,N,VIIRS,n,2,302.42,5.63,D,0
21.92529,82.47831,335.87,0.4,0.37,2023-01-01,748,N,VIIRS,l,2,307.05,26.51,D,0
21.88932,82.08459,332.8,0.39,0.36,2023-01-01,748,N,VIIRS,n,2,301.87,2.33,D,0
22.00595,82.70422,343.3,0.41,0.37,2023-01-01,748,N,VIIRS,n,2,303.74,11.15,D,0
